Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
180,220365,France,Russia,TV5Monde degrade,4/7/2015,4/9/2015,4.2,1,365,4,1,1,0,0,5,1,2,1,0,Russian hackers responsible for corrupting and destrying parts of Frances large television network ,https://www.bankinfosecurity.com/french-officials-detail-fancy-bear-hack-tv5monde-a-9983, https://www.bbc.com/news/technology-37590376,,,,,,
181,220365,France,Russia,Macron campaign hack,12/12/2016,5/7/2017,3,1,365,2,1,1,0,0,3,2,17,0,0,Russian cyber and information campaign on pro-EU centrist Emmanuel Macron ,https://www.reuters.com/article/us-france-election-macron-cyber/macron-campaign-was-target-of-cyber-attacks-by-spy-linked-group-idUSKBN17Q200, https://www.nytimes.com/2017/05/05/world/europe/france-macron-hacking.html,,,,,,
182,220731,France,N Korea,Babyshark-French Insitutions ,2/1/2019,9/1/2019,3,1,731,3,0,0,0,0,3,1,17,1,0,"North Korean operatives targeted French government entities, no evidence to support the incident was sucessful",https://www.zdnet.com/article/phishing-campaign-attempts-to-spread-a-new-brand-of-snooping-malware/,,,,,,,
183,255365,Germany,Russia,German steel mill degrade_A,2/3/2014,12/22/2014,3,1,365,2,0,1,0,0,3,2,4,1,0,Russian recon for specs of German steel mill,https://ics.sans.org/media/ICS-CPPE-case-Study-2-German-Steelworks_Facility.pdf, https://www.wired.com/2015/01/german-steel-mill-hack-destruction/,,,,,,
184,255365,Germany,Russia,German steel mill degrade_B,12/22/2014,12/24/2014,4.2,1,365,4,0,1,0,0,5,1,4,1,0,"Destructive action against German steel mill, widespread damage reported ",https://ics.sans.org/media/ICS-CPPE-case-Study-2-German-Steelworks_Facility.pdf, https://www.wired.com/2015/01/german-steel-mill-hack-destruction/,,,,,,
185,255365,Germany,Russia,Bundestag breach/Fancy Bear ,5/28/2015,6/18/2015,3,2,365,2,0,1,0,0,3,2,11,0,0,Massive hack of the German Bundestag to find comrpmising info on officials ,https://www.zeit.de/digital/2017-05/cyberattack-bundestag-angela-merkel-fancy-bear-hacker-russia, https://www.dw.com/en/bundestag-it-system-shut-down-after-hacker-attack/a-18659654,,,,,,
186,255365,Germany,Russia,Informationsverbund Infiltration,12/1/2017,3/1/2018,3,2,365,3,0,1,0,0,4,1,11,0,0,Fancy Bear attempt at German govt network ,https://www.npr.org/sections/thetwo-way/2018/03/01/589787931/russias-fancy-bear-reportedly-hacks-german-government-networks,https://www.dw.com/en/germany-admits-hackers-infiltrated-federal-ministries-russian-group-suspected/a-42775517,,,,,,
187,255365,Germany,Russia,Deutsch Energy Defense,6/1/2018,5/26/2020,3,1,365,3,0,0,0,0,3,4,8,1,0," Supply chain attacks against energy, water and power by Russia.",https://www.cyberscoop.com/german-intelligence-memo-berserk-bear-critical-infrastructure/,https://www.itsecurityguru.org/2018/06/27/russia-suspected-german-energy-firm-hacks/,https://cyware.com/news/berserk-bear-apt-penetrates-german-infrastructure-via-supply-chain-attacks-f790a4d5/?web_view=true,,,,,
188,290365,Poland,Russia,Sandworm_B,1/1/2009,10/14/2014,3,2,365,3,0,1,0,0,4,2,2,1,0,Network intrusion (zero day exploit),https://www.wired.com/story/russian-hacking-teams-infrastructure/, https://news.sky.com/story/russia-cyber-attacks-what-we-know-so-far-11517151,,,,,,
189,290365,Poland,Russia,Operation Pawn Storm_A,6/1/2014,6/30/2014,3,2,365,2,0,1,0,0,3,2,11,0,0,Backdoor intrusion in to several government networks via spear phishing,https://blog.trendmicro.com/trendlabs-security-intelligence/update-pawn-storm-new-targets-politically-motivated-campaigns/, https://fcw.com/articles/2017/04/25/critical-trendmicro-pawn-storm.aspx,,,,,,
190,290365,Poland,Russia,CyberBerkut Polish Stock Exchange,10/23/2014,10/24/2014,1,1,365,1,1,1,0,0,2,1,11,0,0,Limit Polish support to Ukraine,https://motherboard.vice.com/en_us/article/jp5mxd/pro-russia-ukranians-hack-nato-websites, https://www.reuters.com/article/us-ukraine-nato/nato-websites-hit-in-cyber-attack-linked-to-crimea-tension-idUSBREA2E0T320140316,,,,,,
191,365366,Russia,Estonia,Defacement of govt websites,4/27/2007,5/10/2007,1,2,365,1,1,1,0,0,2,1,11,0,0,Defacement of public Estonian websites as a reaction to the movement of the Bronze Soldier grave marker ,https://www.wired.com/2007/08/ff-estonia/, https://www.rferl.org/a/Behind_The_Estonia_Cyberattacks/1505613.html,,,,,,
192,365366,Russia,Estonia,Defacement of private websites,4/27/2007,5/10/2007,1,1,365,1,1,1,0,0,2,1,11,0,0,Defacement of private Estonian websites as a reaction to the movement of the Bronze Soldier grave marker ,https://www.wired.com/2007/08/ff-estonia/, https://www.rferl.org/a/Behind_The_Estonia_Cyberattacks/1505613.html,,,,,,
193,365366,Russia,Estonia,DDoS of govt websites,4/27/2007,5/10/2007,2,2,365,4,0,1,0,0,2,1,11,0,0,Botnet campaign against government websites as a reaction to the movement of the Bronze Soldier grave marker ,https://www.wired.com/2007/08/ff-estonia/, https://www.rferl.org/a/Behind_The_Estonia_Cyberattacks/1505613.html,,,,,,
194,365366,Russia,Estonia,DDoS of private websites,4/27/2007,5/10/2007,2,1,365,4,0,1,0,0,2,1,11,0,0,Botnet campaign against private websites as a reaction to the movement of the Bronze Soldier grave marker ,https://www.wired.com/2007/08/ff-estonia/, https://www.rferl.org/a/Behind_The_Estonia_Cyberattacks/1505613.html,,,,,,
195,365368,Russia,Lithuania,Snake/Turla_A ,1/1/2005,5/8/2014,3,2,365,2,0,1,0,0,4,2,11,0,0,Access targeted gov networks,https://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/waterbug-attack-group.pdf, https://www.baesystems.com/en/cybersecurity/feature/the-snake-campaign,,,,,,
196,365368,Russia,Lithuania,Lithuanian Parliament_A,6/28/2008,7/2/2008,1,1,365,1,1,1,0,0,2,1,11,0,0,Delegitimize LTH parliament,https://www.irishtimes.com/news/lithuania-accuses-russian-hackers-of-cyber-assault-after-collapse-of-over-300-websites-1.942155, https://www.nytimes.com/2008/06/30/world/europe/30iht-baltic.4.14108611.html?mtrref=www.google.com&gwh=DA101FDEB0038BD0808909A50B68AAC3&gwt=pay,,,,,,
197,365368,Russia,Lithuania,Lithuanian Parliament_B,6/28/2008,7/2/2008,1,2,365,1,1,1,0,0,2,2,11,0,0,Delegitimize LTH parliament,https://www.irishtimes.com/news/lithuania-accuses-russian-hackers-of-cyber-assault-after-collapse-of-over-300-websites-1.942155, https://www.nytimes.com/2008/06/30/world/europe/30iht-baltic.4.14108611.html?mtrref=www.google.com&gwh=DA101FDEB0038BD0808909A50B68AAC3&gwt=pay,,,,,,
198,365368,Russia,Lithuania ,Lithuanian Bank ,1/27/2012,1/28/2012,2,1,365,1,0,1,0,0,2,1,9,0,0,DDoS of Bank of Lithuania ,https://www.lb.lt/en/news/cyber-attacks-were-used-to-interrupt-the-provision-of-the-bank-of-lithuanias-online-services,,,,,,,
199,365368,Russia,Lithuania,Lithuania MOD Disinformation,9/17/2018,4/10/2019,3,3,365,1,1,1,0,0,3,1,11,0,0,"2019 April 10 In the evening, spoofed e-mails of Ministry of National Defence officer are distributed including slanderoUScontent on the Minister of MoND. Letters are distributed to the targeted audience: representatives of state institutions of the Republic of Lithuania, politicians. The content of the letter is written in a smooth, correct, formalized Lithuanian language, with a clear understanding of the legal basis and internal organizational structure of the Republic of Lithuania.",https://www.nksc.lt/doc/en/analysis/2019_04_30_Brief_targeted_attack_analysis.pdf,https://www.oodaloop.com/briefs/2019/04/15/major-coordinated-disinformation-campaign-hit-the-lithuanian-defense/,https://cyware.com/news/spear-phishing-campaign-uses-misinformation-tactics-aimed-at-the-lithuanian-defense-minister-31f9bef7,,,https://www.justice.gov/opa/pr/emotet-botnet-disrupted-international-cyber-operation,,https://www.fbi.gov/news/stories/emotet-malware-disrupted-020121
200,365368,Russia,Lithuania,Lithuania Health Center Emotet hack ,10/1/2020,12/30/2020,3,2,365,2,1,1,0,0,3,1,12,0,0,"The National Cyber Security Centre under the Ministry of National Defence detected a large amount of e-mail letters containing a virUSthat were addressed to several public authorities. According to the recent data, the letters containing the Trojan.Emotet virUSwere received by several municipality offices and the National Public Health Centre.",https://securityaffairs.co/wordpress/112817/malware/emotet-campaign-hit-lithuania.html,,,,,https://www.justice.gov/opa/pr/emotet-botnet-disrupted-international-cyber-operation,,
201,365369,Russia,Ukraine,Snake/Turla_B ,1/1/2005,5/8/2014,3,2,365,2,0,1,0,0,4,2,11,0,0,Access targeted gov networks, https://www.baesystems.com/en/cybersecurity/feature/the-snake-campaign,,,,,,,
202,365369,Russia,Ukraine,Sandworm_C,1/1/2009,10/14/2014,3,2,365,3,0,1,0,0,2,2,8,1,0,Network intrusion (zero day exploit),https://www.wired.com/story/russian-hacking-teams-infrastructure/, https://news.sky.com/story/russia-cyber-attacks-what-we-know-so-far-11517151,,,,,,
203,365369,Russia,Ukraine,Duke Series_B,2/1/2013,9/17/2015,3,2,365,3,0,1,0,0,2,2,11,0,0,Access networks of geopolitical interest to Russia,https://arstechnica.com/information-technology/2015/09/seven-years-of-malware-linked-to-russian-state-backed-cyberespionage/,https://us-east-1-02810029-inspect.menlosecurity.com/safeview-fileserv/tc_download/2f9f8f25dd54f65621a59b7b22a90d396a9cb0cb29bc7a8f48593714f326e6e5/?&cid=NEFD29825D346_&rid=4f66dcb82e86faf677068f01a97a9e37&file_url=https%3A%2F%2Fblog-assets.f-secure.com%2Fwp-content%2Fuploads%2F2020%2F03%2F18122307%2FF-Secure_Dukes_Whitepaper.pdf&type=original,,,,,,
204,365369,Russia,Ukraine,CyberBerkut UKR Gov Site Hack,1/1/2014,12/31/2014,2,2,365,1,0,1,0,0,2,1,11,0,0,DDoS against UKR gov sites,https://www.wired.com/story/russian-hackers-attack-ukraine/,,,,,,,
205,365369,Russia,Ukraine,CyberBerkut Telecom disruption,3/1/2014,3/15/2014,2,1,365,4,0,1,0,0,2,1,3,1,0,Botnet attacks mobile phone network,https://www.wired.com/story/russian-hackers-attack-ukraine/,,,,,,,
206,365369,Russia,Ukraine,CyberBerkut Ukraine Election Intrusion,5/22/2014,5/26/2014,2,2,365,1,1,1,0,0,2,1,11,0,0,Delegitimacy the Ukrainian election,https://www.wired.com/story/russian-hackers-attack-ukraine/,,,,,,,
207,365369,Russia,Ukraine,Operation Pawn Storm_B,6/1/2014,2/1/2015,3,2,365,2,1,1,0,0,3,2,11,0,0,Backdoor intrusion in to several government networks via spear phishing,https://blog.trendmicro.com/trendlabs-security-intelligence/update-pawn-storm-new-targets-politically-motivated-campaigns/, https://fcw.com/articles/2017/04/25/critical-trendmicro-pawn-storm.aspx,,,,,,
208,365369,Russia,Ukraine,CyberBerkut UKR MOD DDoS,10/1/2014,10/30/2014,2,3,365,1,1,1,0,0,2,1,11,0,0,Disrupt Ukrainian MOD,https://www.wired.com/story/russian-hackers-attack-ukraine/,,,,,,,
209,365369,Russia,Ukraine,Fancy Bear (also APT 28 linked),10/6/2014,7/15/2016,3,3,365,4,0,1,0,0,4,2,11,0,0,"Fancy Bear Android Malware used to locate Ukrainian army locations and strategies, allowing for widespread artillery destruction ",https://www.crowdstrike.com/blog/danger-close-fancy-bear-tracking-ukrainian-field-artillery-units/, https://www.reuters.com/article/us-cyber-ukraine/russian-hackers-tracked-ukrainian-artillery-units-using-android-implant-report-idUSKBN14B0CU,,,,,,
210,365369,Russia,Ukraine,CyberBerkut Billboard Hack,11/20/2014,11/21/2014,1,1,365,1,1,1,0,0,2,1,11,0,0,Smear Ukrainian Politicans,https://www.wired.com/story/russian-hackers-attack-ukraine/,,,,,,,
211,365369,Russia,Ukraine,SSUCounteraction,3/13/2015,3/15/2015,2,3,369,1,0,1,0,0,2,1,11,0,0,SSU successfully thwarts Russian attemps at Ukrainain law enforcement networks ,https://www.ssu.gov.ua/en/news/1/category/21/view/5037,,,,,,,
212,365369,Russia,Ukraine,Sandworm/BlackEnery DDoS,12/24/2015,12/25/2016,2,1,365,4,0,1,0,0,5,1,3,1,0,Botnets shut down telcom system of Kyivoblerergo station,https://www.wired.com/2016/01/everything-we-know-about-ukraines-power-plant-hack/, https://www.theregister.co.uk/2016/03/04/ukraine_blackenergy_confirmation/, https://www.pcworld.com/article/3020631/malware-alone-didnt-cause-ukraine-power-station-outage.html,,,,,
213,365369,Russia,Ukraine,Sandworm/BlackEnery Sabotage,12/24/2015,12/25/2016,4.2,1,365,4,0,1,0,0,5,1,3,1,0,"Virus corrupts ICS of Kyivoblerergo station, power out in Eastern ukraine for hours ",https://www.wired.com/2016/01/everything-we-know-about-ukraines-power-plant-hack/, https://www.theregister.co.uk/2016/03/04/ukraine_blackenergy_confirmation/, https://www.pcworld.com/article/3020631/malware-alone-didnt-cause-ukraine-power-station-outage.html,,,,,
214,365369,Russia,Ukraine,Petya_A,3/1/2016,6/1/2017,3,1,365,2,0,1,0,0,4,1,13,1,1,Ransomware holds several compaines info hostage ,https://www.csoonline.com/article/3233210/ransomware/petya-ransomware-and-notpetya-malware-what-you-need-to-know-now.html,,,,,,,
215,365369,Russia,Ukraine,Petya_B ,3/1/2016,6/1/2017,4.1,1,365,3,0,1,0,0,4,1,13,1,1,Ransomware holds several compaines info hostage ,https://www.csoonline.com/article/3233210/ransomware/petya-ransomware-and-notpetya-malware-what-you-need-to-know-now.html,https://www.mcafee.com/enterprise/en-us/security-awareness/ransomware/petya.html,,,,,,
216,365369,Russia,Ukraine,Operation BugDrop,6/1/2016,2/15/2017,3,1,365,3,0,1,0,0,4,4,17,0,0,"CyberX discovered a large-scale cyber-reconnaissance operation targeting a broad range of targets in the Ukraine. It eavesdrops on sensitive conversations by remotely controlling PC microphones 70 victims successfully targeted by the operation in a range of sectors including critical infrastructure, media, and scientific research. The operation seeks to capture a range of sensitive information from its targets including audio recordings of conversations, screen shots, documents and passwords. ",https://securityaffairs.co/wordpress/56517/intelligence/operation-bugdrop-ukraine.html,,,,,,,
217,365369,Russia,Ukraine,TeleBots Bank Heist,9/1/2016,12/15/2016,3,1,365,2,0,1,0,0,3,2,9,1,1,BlackEnergy group steals and wipes data from Ukrainian banks ,https://www.reuters.com/article/us-cyber-attack-ukraine/ukraine-points-finger-at-russian-security-services-in-recent-cyber-attack-idUSKBN19M39P, https://www.independent.co.uk/news/world/europe/russia-cyber-attack-ukraine-petya-telebots-blackenergy-sbu-cadbury-a7819501.html,,,,,,
218,365369,Russia,Ukraine,Russian banking sector ,11/28/2016,12/2/2016,2,1,369,4,0,0,0,0,2,1,9,1,0,Failed attempt at hacking and disrupting Russian banking sector ,https://www.ft.com/content/b813ab48-1b04-11e8-aaca-4574d7dabfb6, http://carnegieendowment.org/files/Carnegie_Cyber_Financial_Data_white_paper_appendix.pdf,,,,,,
219,365369,Russia,Ukraine,Kiev Power outage_A,12/17/2016,12/20/2016,4.2,1,365,4,0,1,0,0,5,1,8,1,0,"Northern part of Kiev blacked out for a period of time, BalckEnergy Malware found ",https://www.cybersecurity-insiders.com/cyber-attack-caused-power-outage-in-ukraine-capital-kiev/,,,,,,,
220,365369,Russia,Ukraine,Kiev Power outage_B,12/17/2016,12/20/2016,4.2,1,365,4,0,1,0,0,5,1,8,1,0,"Northern part of Kiev blacked out for a period of time, BalckEnergy Malware found ",Sandworm,https://www.reuters.com/article/us-ukraine-cyber-attack-energy/ukraines-power-outage-was-a-cyber-attack-ukrenergo-idUSKBN1521BA,,,,,,
221,365369,Russia,Ukraine,NotPetya_A,6/27/2017,7/1/2018,4.3,1,365,4,0,1,0,0,5,2,9,1,1,NotPetya world wide breach of industry ,https://www.wired.com/story/notpetya-cyberattack-ukraine-russia-code-crashed-the-world,https://attack.mitre.org/software/S0368/,,,,https://www.justice.gov/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and,,
222,365369,Russia,Ukraine,Bad Rabbit (Bunny),10/1/2017,10/24/2017,4,1,365,4,0,1,0,0,5,1,15,1,0,"In October 2017, BadRabbit ransomware encrypted hard drives and rendered IT inoperable. This caused disruption including to the Kyiv metro, Odessa airport, Russia’s central bank and two Russian media outlets.",https://www.ncsc.gov.uk/news/reckless-campaign-cyber-attacks-russian-military-intelligence-service-exposed,https://www.reuters.com/article/us-cyber-attack-russia/notpetya-hackers-likely-behind-badrabbit-attack-researchers-idUSKBN1CV1TI,https://community.broadcom.com/symantecenterprise/communities/community-home/librarydocuments/viewdocument?DocumentKey=39104bd6-008d-46a9-bf29-b061c8ecc815&CommunityKey=1ecf5f55-9545-44d6-b0f4-4e4a7f5f5e68&tab=librarydocuments,,,,,
223,365369,Russia,Ukraine,Orthodox Clergy Attack,10/16/2017,8/27/2018,3,1,365,2,1,0,0,0,2,1,17,0,0,"Russian hackers attack Ukraine religious leaders, relating to Ukraine’s Orthodox church and association with Russia",https://apnews.com/article/26815e0d06d348f4b85350e96b78f6a8,https://www.abc.net.au/news/2018-08-27/russian-hackers-attempted-to-hack-eastern-orthodox-leader/10170878,https://fortune.com/2018/08/27/russian-hackers-orthodox-christian-leaders/,,,,,
